ARM_STACK,ARM,ARM,1.5,3.5
H_BOND,ACP,DON,2.0,3.0
HYDROPHOBIC,HPB,HPB,2.0,3.8
REPULSIVE,POS,POS,2.0,6.0
REPULSIVE,NEG,NEG,2.0,6.0
SALT_BRIDGE,POS,NEG,2.0,6.0
